hyperedge_id,resource_id,resource_title,resource_type,domain,topic,level,goal,skill,prerequisite,rating,evidence_id,evidence_type,evidence_text
H0300,Resource100,Chăm sóc khách du lịch,ProjectSample,Du lịch và lữ hành,CustomerService,Intermediate,ImproveCommunication,TravelDocumentation,None,3.7,E0300,SkillEvidence,"Nội dung 'Chăm sóc khách du lịch' rèn kỹ năng TravelDocumentation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0301,Resource101,Du lịch bền vững nhập môn,Tutorial,Du lịch và lữ hành,SustainableTourism,ProjectReady,UnderstandTheory,EventGuiding,PythonBasic;MathBasic,4.4,E0301,ContentEvidence,"Tài liệu 'Du lịch bền vững nhập môn' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề SustainableTourism và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0302,Resource101,Du lịch bền vững nhập môn,Tutorial,Du lịch và lữ hành,SustainableTourism,ProjectReady,UnderstandTheory,EventGuiding,PythonBasic;MathBasic,4.4,E0302,LevelGoalEvidence,"'Du lịch bền vững nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0303,Resource101,Du lịch bền vững nhập môn,Tutorial,Du lịch và lữ hành,SustainableTourism,ProjectReady,UnderstandTheory,EventGuiding,PythonBasic;MathBasic,4.4,E0303,SkillEvidence,"Nội dung 'Du lịch bền vững nhập môn' rèn kỹ năng EventGuiding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0304,Resource102,Kỹ năng thuyết minh điểm đến,Slide,Du lịch và lữ hành,TourGuiding,Foundation,DevelopCareer,TourGuiding,None,3.7,E0304,ContentEvidence,"Tài liệu 'Kỹ năng thuyết minh điểm đến' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourGuiding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0305,Resource102,Kỹ năng thuyết minh điểm đến,Slide,Du lịch và lữ hành,TourGuiding,Foundation,DevelopCareer,TourGuiding,None,3.7,E0305,LevelGoalEvidence,"'Kỹ năng thuyết minh điểm đến' phù hợp mức Foundation, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0306,Resource102,Kỹ năng thuyết minh điểm đến,Slide,Du lịch và lữ hành,TourGuiding,Foundation,DevelopCareer,TourGuiding,None,3.7,E0306,SkillEvidence,"Nội dung 'Kỹ năng thuyết minh điểm đến' rèn kỹ năng TourGuiding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0307,Resource103,Xử lý sự cố trong tour,PracticeExercise,Du lịch và lữ hành,TourDesign,Intermediate,LearnProgramming,ItineraryPlanning,None,4.4,E0307,ContentEvidence,"Tài liệu 'Xử lý sự cố trong tour' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TourDesign và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0308,Resource103,Xử lý sự cố trong tour,PracticeExercise,Du lịch và lữ hành,TourDesign,Intermediate,LearnProgramming,ItineraryPlanning,None,4.4,E0308,LevelGoalEvidence,"'Xử lý sự cố trong tour' phù hợp mức Intermediate, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0309,Resource103,Xử lý sự cố trong tour,PracticeExercise,Du lịch và lữ hành,TourDesign,Intermediate,LearnProgramming,ItineraryPlanning,None,4.4,E0309,SkillEvidence,"Nội dung 'Xử lý sự cố trong tour' rèn kỹ năng ItineraryPlanning, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0310,Resource104,Hồ sơ lữ hành thực hành,Book,Du lịch và lữ hành,TravelOperations,ProjectReady,LearnBusiness,DestinationPresentation,None,3.7,E0310,ContentEvidence,"Tài liệu 'Hồ sơ lữ hành thực hành' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề TravelOperations và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0311,Resource104,Hồ sơ lữ hành thực hành,Book,Du lịch và lữ hành,TravelOperations,ProjectReady,LearnBusiness,DestinationPresentation,None,3.7,E0311,LevelGoalEvidence,"'Hồ sơ lữ hành thực hành' phù hợp mức ProjectReady, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0312,Resource104,Hồ sơ lữ hành thực hành,Book,Du lịch và lữ hành,TravelOperations,ProjectReady,LearnBusiness,DestinationPresentation,None,3.7,E0312,SkillEvidence,"Nội dung 'Hồ sơ lữ hành thực hành' rèn kỹ năng DestinationPresentation, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0313,Resource105,Case study du lịch địa phương,Video,Du lịch và lữ hành,DestinationKnowledge,Foundation,ServiceOperations,CustomerCare,None,4.4,E0313,ContentEvidence,"Tài liệu 'Case study du lịch địa phương' thuộc ngành Du lịch và lữ hành, hỗ trợ chủ đề DestinationKnowledge và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0314,Resource105,Case study du lịch địa phương,Video,Du lịch và lữ hành,DestinationKnowledge,Foundation,ServiceOperations,CustomerCare,None,4.4,E0314,LevelGoalEvidence,"'Case study du lịch địa phương' phù hợp mức Foundation, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0315,Resource105,Case study du lịch địa phương,Video,Du lịch và lữ hành,DestinationKnowledge,Foundation,ServiceOperations,CustomerCare,None,4.4,E0315,SkillEvidence,"Nội dung 'Case study du lịch địa phương' rèn kỹ năng CustomerCare, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0316,Resource106,Photoshop cơ bản cho thiết kế,Tutorial,Thiết kế đồ họa,Photoshop,ProjectReady,UnderstandTheory,PhotoEditing,None,3.7,E0316,ContentEvidence,"Tài liệu 'Photoshop cơ bản cho thiết kế' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Photoshop và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0317,Resource106,Photoshop cơ bản cho thiết kế,Tutorial,Thiết kế đồ họa,Photoshop,ProjectReady,UnderstandTheory,PhotoEditing,None,3.7,E0317,LevelGoalEvidence,"'Photoshop cơ bản cho thiết kế' phù hợp mức ProjectReady, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0318,Resource106,Photoshop cơ bản cho thiết kế,Tutorial,Thiết kế đồ họa,Photoshop,ProjectReady,UnderstandTheory,PhotoEditing,None,3.7,E0318,SkillEvidence,"Nội dung 'Photoshop cơ bản cho thiết kế' rèn kỹ năng PhotoEditing, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0319,Resource107,Illustrator vector thực hành,Slide,Thiết kế đồ họa,Illustrator,Foundation,DevelopCareer,VectorDesign,None,4.4,E0319,ContentEvidence,"Tài liệu 'Illustrator vector thực hành' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Illustrator và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0320,Resource107,Illustrator vector thực hành,Slide,Thiết kế đồ họa,Illustrator,Foundation,DevelopCareer,VectorDesign,None,4.4,E0320,LevelGoalEvidence,"'Illustrator vector thực hành' phù hợp mức Foundation, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0321,Resource107,Illustrator vector thực hành,Slide,Thiết kế đồ họa,Illustrator,Foundation,DevelopCareer,VectorDesign,None,4.4,E0321,SkillEvidence,"Nội dung 'Illustrator vector thực hành' rèn kỹ năng VectorDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0322,Resource108,Typography trong thiết kế,PracticeExercise,Thiết kế đồ họa,Typography,Intermediate,LearnProgramming,LayoutDesign,None,3.7,E0322,ContentEvidence,"Tài liệu 'Typography trong thiết kế' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Typography và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0323,Resource108,Typography trong thiết kế,PracticeExercise,Thiết kế đồ họa,Typography,Intermediate,LearnProgramming,LayoutDesign,None,3.7,E0323,LevelGoalEvidence,"'Typography trong thiết kế' phù hợp mức Intermediate, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0324,Resource108,Typography trong thiết kế,PracticeExercise,Thiết kế đồ họa,Typography,Intermediate,LearnProgramming,LayoutDesign,None,3.7,E0324,SkillEvidence,"Nội dung 'Typography trong thiết kế' rèn kỹ năng LayoutDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0325,Resource109,Thiết kế nhận diện thương hiệu,Book,Thiết kế đồ họa,Branding,ProjectReady,LearnBusiness,TypographySkill,None,4.4,E0325,ContentEvidence,"Tài liệu 'Thiết kế nhận diện thương hiệu' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Branding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0326,Resource109,Thiết kế nhận diện thương hiệu,Book,Thiết kế đồ họa,Branding,ProjectReady,LearnBusiness,TypographySkill,None,4.4,E0326,LevelGoalEvidence,"'Thiết kế nhận diện thương hiệu' phù hợp mức ProjectReady, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0327,Resource109,Thiết kế nhận diện thương hiệu,Book,Thiết kế đồ họa,Branding,ProjectReady,LearnBusiness,TypographySkill,None,4.4,E0327,SkillEvidence,"Nội dung 'Thiết kế nhận diện thương hiệu' rèn kỹ năng TypographySkill, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0328,Resource110,UI UX Design nhập môn,Video,Thiết kế đồ họa,UIUXDesign,Foundation,ServiceOperations,UIPrototyping,None,3.7,E0328,ContentEvidence,"Tài liệu 'UI UX Design nhập môn' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề UIUXDesign và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0329,Resource110,UI UX Design nhập môn,Video,Thiết kế đồ họa,UIUXDesign,Foundation,ServiceOperations,UIPrototyping,None,3.7,E0329,LevelGoalEvidence,"'UI UX Design nhập môn' phù hợp mức Foundation, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0330,Resource110,UI UX Design nhập môn,Video,Thiết kế đồ họa,UIUXDesign,Foundation,ServiceOperations,UIPrototyping,None,3.7,E0330,SkillEvidence,"Nội dung 'UI UX Design nhập môn' rèn kỹ năng UIPrototyping, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0331,Resource111,Portfolio thiết kế đồ họa,Notebook,Thiết kế đồ họa,DesignPortfolio,Intermediate,FinancialAnalysis,PortfolioBuilding,None,4.4,E0331,ContentEvidence,"Tài liệu 'Portfolio thiết kế đồ họa' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề DesignPortfolio và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0332,Resource111,Portfolio thiết kế đồ họa,Notebook,Thiết kế đồ họa,DesignPortfolio,Intermediate,FinancialAnalysis,PortfolioBuilding,None,4.4,E0332,LevelGoalEvidence,"'Portfolio thiết kế đồ họa' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0333,Resource111,Portfolio thiết kế đồ họa,Notebook,Thiết kế đồ họa,DesignPortfolio,Intermediate,FinancialAnalysis,PortfolioBuilding,None,4.4,E0333,SkillEvidence,"Nội dung 'Portfolio thiết kế đồ họa' rèn kỹ năng PortfolioBuilding, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0334,Resource112,Bố cục màu sắc trong poster,ProjectSample,Thiết kế đồ họa,Photoshop,ProjectReady,CreativeDesign,PhotoEditing,None,3.7,E0334,ContentEvidence,"Tài liệu 'Bố cục màu sắc trong poster' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Photoshop và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0335,Resource112,Bố cục màu sắc trong poster,ProjectSample,Thiết kế đồ họa,Photoshop,ProjectReady,CreativeDesign,PhotoEditing,None,3.7,E0335,LevelGoalEvidence,"'Bố cục màu sắc trong poster' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0336,Resource112,Bố cục màu sắc trong poster,ProjectSample,Thiết kế đồ họa,Photoshop,ProjectReady,CreativeDesign,PhotoEditing,None,3.7,E0336,SkillEvidence,"Nội dung 'Bố cục màu sắc trong poster' rèn kỹ năng PhotoEditing, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0337,Resource113,Thiết kế banner truyền thông,Tutorial,Thiết kế đồ họa,Illustrator,Foundation,LearnFoundation,VectorDesign,None,4.4,E0337,ContentEvidence,"Tài liệu 'Thiết kế banner truyền thông' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Illustrator và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0338,Resource113,Thiết kế banner truyền thông,Tutorial,Thiết kế đồ họa,Illustrator,Foundation,LearnFoundation,VectorDesign,None,4.4,E0338,LevelGoalEvidence,"'Thiết kế banner truyền thông' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0339,Resource113,Thiết kế banner truyền thông,Tutorial,Thiết kế đồ họa,Illustrator,Foundation,LearnFoundation,VectorDesign,None,4.4,E0339,SkillEvidence,"Nội dung 'Thiết kế banner truyền thông' rèn kỹ năng VectorDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0340,Resource114,Figma cho người mới,Slide,Thiết kế đồ họa,Typography,Intermediate,PrepareExam,LayoutDesign,None,3.7,E0340,ContentEvidence,"Tài liệu 'Figma cho người mới' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Typography và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0341,Resource114,Figma cho người mới,Slide,Thiết kế đồ họa,Typography,Intermediate,PrepareExam,LayoutDesign,None,3.7,E0341,LevelGoalEvidence,"'Figma cho người mới' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0342,Resource114,Figma cho người mới,Slide,Thiết kế đồ họa,Typography,Intermediate,PrepareExam,LayoutDesign,None,3.7,E0342,SkillEvidence,"Nội dung 'Figma cho người mới' rèn kỹ năng LayoutDesign, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0343,Resource115,Bài tập thiết kế logo,PracticeExercise,Thiết kế đồ họa,Branding,ProjectReady,ImproveCommunication,TypographySkill,None,4.4,E0343,ContentEvidence,"Tài liệu 'Bài tập thiết kế logo' thuộc ngành Thiết kế đồ họa, hỗ trợ chủ đề Branding và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0344,Resource115,Bài tập thiết kế logo,PracticeExercise,Thiết kế đồ họa,Branding,ProjectReady,ImproveCommunication,TypographySkill,None,4.4,E0344,LevelGoalEvidence,"'Bài tập thiết kế logo' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0345,Resource115,Bài tập thiết kế logo,PracticeExercise,Thiết kế đồ họa,Branding,ProjectReady,ImproveCommunication,TypographySkill,None,4.4,E0345,SkillEvidence,"Nội dung 'Bài tập thiết kế logo' rèn kỹ năng TypographySkill, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0346,Resource116,Mạch điện cơ bản,Notebook,Điện - điện tử,CircuitTheory,Intermediate,FinancialAnalysis,CircuitAnalysis,None,3.7,E0346,ContentEvidence,"Tài liệu 'Mạch điện cơ bản' thuộc ngành Điện - điện tử, hỗ trợ chủ đề CircuitTheory và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0347,Resource116,Mạch điện cơ bản,Notebook,Điện - điện tử,CircuitTheory,Intermediate,FinancialAnalysis,CircuitAnalysis,None,3.7,E0347,LevelGoalEvidence,"'Mạch điện cơ bản' phù hợp mức Intermediate, hướng đến mục tiêu FinancialAnalysis, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0348,Resource116,Mạch điện cơ bản,Notebook,Điện - điện tử,CircuitTheory,Intermediate,FinancialAnalysis,CircuitAnalysis,None,3.7,E0348,SkillEvidence,"Nội dung 'Mạch điện cơ bản' rèn kỹ năng CircuitAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0349,Resource117,PLC Siemens nhập môn,ProjectSample,Điện - điện tử,PLC,ProjectReady,CreativeDesign,PLCProgramming,None,4.4,E0349,ContentEvidence,"Tài liệu 'PLC Siemens nhập môn' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PLC và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0350,Resource117,PLC Siemens nhập môn,ProjectSample,Điện - điện tử,PLC,ProjectReady,CreativeDesign,PLCProgramming,None,4.4,E0350,LevelGoalEvidence,"'PLC Siemens nhập môn' phù hợp mức ProjectReady, hướng đến mục tiêu CreativeDesign, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0351,Resource117,PLC Siemens nhập môn,ProjectSample,Điện - điện tử,PLC,ProjectReady,CreativeDesign,PLCProgramming,None,4.4,E0351,SkillEvidence,"Nội dung 'PLC Siemens nhập môn' rèn kỹ năng PLCProgramming, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0352,Resource118,Điện công nghiệp thực hành,Tutorial,Điện - điện tử,IndustrialElectrical,Foundation,LearnFoundation,WiringDiagram,None,3.7,E0352,ContentEvidence,"Tài liệu 'Điện công nghiệp thực hành' thuộc ngành Điện - điện tử, hỗ trợ chủ đề IndustrialElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0353,Resource118,Điện công nghiệp thực hành,Tutorial,Điện - điện tử,IndustrialElectrical,Foundation,LearnFoundation,WiringDiagram,None,3.7,E0353,LevelGoalEvidence,"'Điện công nghiệp thực hành' phù hợp mức Foundation, hướng đến mục tiêu LearnFoundation, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0354,Resource118,Điện công nghiệp thực hành,Tutorial,Điện - điện tử,IndustrialElectrical,Foundation,LearnFoundation,WiringDiagram,None,3.7,E0354,SkillEvidence,"Nội dung 'Điện công nghiệp thực hành' rèn kỹ năng WiringDiagram, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0355,Resource119,Vi điều khiển Arduino,Slide,Điện - điện tử,EmbeddedSystems,Intermediate,PrepareExam,Microcontroller,None,4.4,E0355,ContentEvidence,"Tài liệu 'Vi điều khiển Arduino' thuộc ngành Điện - điện tử, hỗ trợ chủ đề EmbeddedSystems và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0356,Resource119,Vi điều khiển Arduino,Slide,Điện - điện tử,EmbeddedSystems,Intermediate,PrepareExam,Microcontroller,None,4.4,E0356,LevelGoalEvidence,"'Vi điều khiển Arduino' phù hợp mức Intermediate, hướng đến mục tiêu PrepareExam, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0357,Resource119,Vi điều khiển Arduino,Slide,Điện - điện tử,EmbeddedSystems,Intermediate,PrepareExam,Microcontroller,None,4.4,E0357,SkillEvidence,"Nội dung 'Vi điều khiển Arduino' rèn kỹ năng Microcontroller, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0358,Resource120,Điện tử công suất căn bản,PracticeExercise,Điện - điện tử,PowerElectronics,ProjectReady,ImproveCommunication,ElectricalSafety,None,3.7,E0358,ContentEvidence,"Tài liệu 'Điện tử công suất căn bản' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PowerElectronics và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0359,Resource120,Điện tử công suất căn bản,PracticeExercise,Điện - điện tử,PowerElectronics,ProjectReady,ImproveCommunication,ElectricalSafety,None,3.7,E0359,LevelGoalEvidence,"'Điện tử công suất căn bản' phù hợp mức ProjectReady, hướng đến mục tiêu ImproveCommunication, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0360,Resource120,Điện tử công suất căn bản,PracticeExercise,Điện - điện tử,PowerElectronics,ProjectReady,ImproveCommunication,ElectricalSafety,None,3.7,E0360,SkillEvidence,"Nội dung 'Điện tử công suất căn bản' rèn kỹ năng ElectricalSafety, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0361,Resource121,Cảm biến trong hệ thống tự động,Book,Điện - điện tử,SensorSystem,Foundation,UnderstandTheory,SensorCalibration,None,4.4,E0361,ContentEvidence,"Tài liệu 'Cảm biến trong hệ thống tự động' thuộc ngành Điện - điện tử, hỗ trợ chủ đề SensorSystem và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0362,Resource121,Cảm biến trong hệ thống tự động,Book,Điện - điện tử,SensorSystem,Foundation,UnderstandTheory,SensorCalibration,None,4.4,E0362,LevelGoalEvidence,"'Cảm biến trong hệ thống tự động' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0363,Resource121,Cảm biến trong hệ thống tự động,Book,Điện - điện tử,SensorSystem,Foundation,UnderstandTheory,SensorCalibration,None,4.4,E0363,SkillEvidence,"Nội dung 'Cảm biến trong hệ thống tự động' rèn kỹ năng SensorCalibration, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0364,Resource122,Đọc bản vẽ điện,Video,Điện - điện tử,CircuitTheory,Intermediate,DevelopCareer,CircuitAnalysis,None,3.7,E0364,ContentEvidence,"Tài liệu 'Đọc bản vẽ điện' thuộc ngành Điện - điện tử, hỗ trợ chủ đề CircuitTheory và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0365,Resource122,Đọc bản vẽ điện,Video,Điện - điện tử,CircuitTheory,Intermediate,DevelopCareer,CircuitAnalysis,None,3.7,E0365,LevelGoalEvidence,"'Đọc bản vẽ điện' phù hợp mức Intermediate, hướng đến mục tiêu DevelopCareer, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0366,Resource122,Đọc bản vẽ điện,Video,Điện - điện tử,CircuitTheory,Intermediate,DevelopCareer,CircuitAnalysis,None,3.7,E0366,SkillEvidence,"Nội dung 'Đọc bản vẽ điện' rèn kỹ năng CircuitAnalysis, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0367,Resource123,An toàn điện công nghiệp,Notebook,Điện - điện tử,PLC,ProjectReady,LearnProgramming,PLCProgramming,None,4.4,E0367,ContentEvidence,"Tài liệu 'An toàn điện công nghiệp' thuộc ngành Điện - điện tử, hỗ trợ chủ đề PLC và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0368,Resource123,An toàn điện công nghiệp,Notebook,Điện - điện tử,PLC,ProjectReady,LearnProgramming,PLCProgramming,None,4.4,E0368,LevelGoalEvidence,"'An toàn điện công nghiệp' phù hợp mức ProjectReady, hướng đến mục tiêu LearnProgramming, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0369,Resource123,An toàn điện công nghiệp,Notebook,Điện - điện tử,PLC,ProjectReady,LearnProgramming,PLCProgramming,None,4.4,E0369,SkillEvidence,"Nội dung 'An toàn điện công nghiệp' rèn kỹ năng PLCProgramming, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0370,Resource124,Bài tập phân tích mạch,ProjectSample,Điện - điện tử,IndustrialElectrical,Foundation,LearnBusiness,WiringDiagram,None,3.7,E0370,ContentEvidence,"Tài liệu 'Bài tập phân tích mạch' thuộc ngành Điện - điện tử, hỗ trợ chủ đề IndustrialElectrical và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0371,Resource124,Bài tập phân tích mạch,ProjectSample,Điện - điện tử,IndustrialElectrical,Foundation,LearnBusiness,WiringDiagram,None,3.7,E0371,LevelGoalEvidence,"'Bài tập phân tích mạch' phù hợp mức Foundation, hướng đến mục tiêu LearnBusiness, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0372,Resource124,Bài tập phân tích mạch,ProjectSample,Điện - điện tử,IndustrialElectrical,Foundation,LearnBusiness,WiringDiagram,None,3.7,E0372,SkillEvidence,"Nội dung 'Bài tập phân tích mạch' rèn kỹ năng WiringDiagram, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0373,Resource125,Dự án điều khiển đèn tự động,Tutorial,Điện - điện tử,EmbeddedSystems,Intermediate,ServiceOperations,Microcontroller,None,4.4,E0373,ContentEvidence,"Tài liệu 'Dự án điều khiển đèn tự động' thuộc ngành Điện - điện tử, hỗ trợ chủ đề EmbeddedSystems và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0374,Resource125,Dự án điều khiển đèn tự động,Tutorial,Điện - điện tử,EmbeddedSystems,Intermediate,ServiceOperations,Microcontroller,None,4.4,E0374,LevelGoalEvidence,"'Dự án điều khiển đèn tự động' phù hợp mức Intermediate, hướng đến mục tiêu ServiceOperations, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
H0375,Resource125,Dự án điều khiển đèn tự động,Tutorial,Điện - điện tử,EmbeddedSystems,Intermediate,ServiceOperations,Microcontroller,None,4.4,E0375,SkillEvidence,"Nội dung 'Dự án điều khiển đèn tự động' rèn kỹ năng Microcontroller, có ví dụ và tình huống thực hành để hỗ trợ truy xuất evidence khi hệ thống gợi ý tài liệu."
H0376,Resource126,Digital Marketing tổng quan,Book,Marketing số,DigitalMarketing,Foundation,UnderstandTheory,SEOPlanning,None,3.7,E0376,ContentEvidence,"Tài liệu 'Digital Marketing tổng quan' thuộc ngành Marketing số, hỗ trợ chủ đề DigitalMarketing và có thể dùng làm nguồn học tập tham khảo trong hệ thống EAU-HyperRAG."
H0377,Resource126,Digital Marketing tổng quan,Book,Marketing số,DigitalMarketing,Foundation,UnderstandTheory,SEOPlanning,None,3.7,E0377,LevelGoalEvidence,"'Digital Marketing tổng quan' phù hợp mức Foundation, hướng đến mục tiêu UnderstandTheory, giúp người học lựa chọn tài liệu theo trình độ và mục tiêu học tập."
